country,new,all,cure,death
马拉维,12,6040,5471,185
卢旺达,46,5994,5575,50
伯利兹,0,5854,3151,148
尼加拉瓜,54,5838,4225,161
刚果（布）,0,5774,4988,94
吉布提,2,5682,5587,61
圭亚那,26,5449,4530,151
冰岛,0,5413,5187,27
苏里南,1,5320,5200,117
赤道几内亚,3,5156,5009,85
中非共和国,5,4918,1924,63
马里,75,4837,3263,161
索马里,74,4525,3480,121
泰国,18,4026,3822,60
冈比亚,22,3765,3609,123
贝宁,40,3055,2839,44
多哥,17,3014,2543,65
布基纳法索,79,3010,2667,68
几内亚比绍,0,2441,2327,44
塞拉利昂,3,2416,1838,74
也门,20,2217,1518,621
莱索托,5,2142,1278,44
新西兰,1,2060,1974,25
乍得,5,1705,1539,102
圣马力诺,37,1687,1340,46
尼日尔,54,1640,1227,76
利比里亚,0,1595,1343,83
越南,7,1358,1201,35
列支敦士登公国,48,1318,1149,16
蒙古,11,812,358,0
钻石号邮轮,0,712,659,13
布隆迪,0,689,575,1
巴布亚新几内亚,13,669,597,7
摩纳哥,4,621,563,3
科摩罗,2,613,586,7
厄立特里亚,0,577,498,0
坦桑尼亚,0,509,183,21
毛里求斯,3,508,465,10
不丹,4,414,386,0
柬埔寨,3,329,304,0
巴巴多斯,1,279,255,7
圣卢西亚,2,261,141,2
塞舌尔,0,183,162,0
文莱,0,151,145,3
安提瓜和巴布达,2,144,133,4
圣文森特和格林纳丁斯,0,85,80,0
多米尼克,0,85,63,0
斐济,0,42,33,2
格林纳达,0,41,30,0
老挝,0,39,26,0
马提尼克岛,5,37,0,1
东帝汶,1,31,30,0
梵蒂冈,0,27,15,0
圣基茨和尼维斯,0,22,19,0
所罗门群岛,0,17,5,0
马绍尔群岛,0,4,1,0
瓦努阿图,0,1,0,0
