country,new,all,cure,death
蒙古,1,888,384,0
布隆迪,18,716,630,1
钻石号邮轮,0,712,699,13
巴布亚新几内亚,13,684,601,7
厄立特里亚,17,649,517,0
摩纳哥,7,648,580,3
科摩罗,1,617,605,7
毛里求斯,4,515,478,10
坦桑尼亚,0,509,183,21
不丹,2,432,390,0
柬埔寨,2,350,307,0
巴巴多斯,2,289,263,7
圣卢西亚,5,270,169,2
塞舌尔,0,184,168,0
文莱,1,152,147,3
安提瓜和巴布达,0,146,134,4
圣文森特和格林纳丁斯,0,87,80,0
多米尼克,0,85,72,0
斐济,0,44,35,2
格林纳达,0,43,41,0
老挝,0,41,28,0
马提尼克岛,5,37,0,1
东帝汶,0,31,30,0
梵蒂冈,0,27,15,0
圣基茨和尼维斯,0,25,21,0
所罗门群岛,0,17,5,0
马绍尔群岛,0,4,4,0
瓦努阿图,0,1,1,0
